path	line	column	category	pattern
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	98	4	before-state	cli-operation-e2e-live-test
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	102	5	before-state	CliOperation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	105	27	before-state	sandbox_cli::core
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	108	5	before-state	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	194	42	before-state	cli-operation-e2e-live-test
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	514	4	before-state	CliOperation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	515	4	before-state	CliOperation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	516	4	before-state	CliOperation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	517	4	before-state	CliOperation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	518	4	before-state	CliOperation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	519	4	before-state	CliOperation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	525	2	before-state	CliSpec
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	525	13	before-state	ArgCliSpec
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	525	16	before-state	CliSpec
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	542	4	before-state	sandbox-manager-operations
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	542	34	before-state	sandbox-runtime-operations
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	542	64	before-state	sandbox-observability-operations
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	730	12	before-state	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	731	29	before-state	internal::migration
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	739	24	before-state	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	749	21	negative-requirement	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	777	44	negative-requirement	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	810	4	before-state	crates/sandbox-manager/src/operation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	810	41	before-state	cli_definition
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	818	4	before-state	crates/sandbox-cli/src/core
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	825	8	negative-requirement	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	826	38	before-state	cli-operation-e2e-live-test
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	919	4	before-state	internal::migration
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	968	21	before-state	cli_definition
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1027	11	negative-requirement	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1045	39	negative-requirement	sandbox_cli::core
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1055	42	negative-requirement	sandbox_cli::core
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1087	52	before-state	cli-operation-e2e-live-test
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1089	4	before-state	cli-operation-e2e-live-test
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1089	236	before-state	cli_definition
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1092	4	before-state	crates/sandbox-cli/src/core
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1092	110	before-state	crates/sandbox-manager/src/operation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1092	223	before-state	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1111	7	negative-requirement	crates/sandbox-operation-core
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1112	4	negative-requirement	crates/sandbox-operation-adapters
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1120	7	negative-requirement	cli-operation-e2e-live-test
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1122	21	negative-requirement	sandbox-manager-operations
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1123	4	negative-requirement	sandbox-runtime-operations
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1123	37	negative-requirement	sandbox-observability-operations
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1125	21	negative-requirement	sandbox-manager-operation-catalog
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1126	4	negative-requirement	sandbox-runtime-operation-catalog
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1127	4	negative-requirement	sandbox-observability-operation-catalog
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1129	17	negative-requirement	sandbox_cli::core
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1131	36	negative-requirement	CliSpec
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1131	47	negative-requirement	ArgCliSpec
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1131	50	negative-requirement	CliSpec
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1132	4	negative-requirement	CliOperation
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1132	37	negative-requirement	cli_definition
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1132	54	negative-requirement	cli_metadata
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1154	34	negative-requirement	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1329	57	negative-requirement	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1376	144	before-state	get_observability
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1378	152	before-state	CliSpec
docs/obsidian/ephemeral-os/implementation_plan/operation-migration/spec.md	1381	11	negative-requirement	get_observability
